gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ensg00000100596.8	637.9747898	-0.093289623	0.202504726	-0.460678742	0.645029109	0.75369971
ensg00000100599.16	402.3222419	-1.006283118	0.249242493	-4.037365808	5.41E-05	0.001151835
ensg00000100600.15	1620.1751	0.443517931	0.215633161	2.056816903	0.039703842	0.114150698
ensg00000100601.10	125.6493983	0.537400019	0.374837292	1.433688779	0.151661096	0.274306245
ensg00000100603.14	740.1772312	1.766696008	0.845527202	2.089460876	0.036666256	0.108935877
ensg00000100605.17	5372.618455	-0.375530087	0.216482736	-1.734688383	0.082796015	0.182349349
ensg00000100612.14	148.8855521	3.131002466	0.852657426	3.672052069	0.000240611	0.003721183
ensg00000100614.18	377.5082108	0.394198302	0.447062595	0.881751921	0.377910977	0.523008704
ensg00000100625.9	200.4273608	-0.058651652	0.218419718	-0.268527275	0.788293483	0.858507956
ensg00000100626.17	14.07374246	-0.29971832	0.57269465	-0.523347511	0.600732444	0.718230898
ensg00000100629.17	120.2043072	1.194492317	0.438106983	2.726485453	0.006401277	0.036872026
ensg00000100632.11	529.0853886	0.531724153	0.266763705	1.993240247	0.046235146	0.125445368
ensg00000100644.17	2110.515151	1.038047029	0.403560385	2.57222232	0.010104798	0.048825735
ensg00000100647.8	2745.195412	-0.114085759	0.13840622	-0.824282023	0.409779331	0.553576993
ensg00000100650.16	1416.407538	-0.137146227	0.194944752	-0.703513306	0.481735917	0.61899446
ensg00000100664.11	628.5642521	1.282874025	0.582598203	2.201987611	0.027666184	0.09080829
ensg00000100697.17	253.2753869	-0.010295419	0.273132442	-0.037693871	0.969931763	0.979648363
ensg00000100711.14	1211.238798	-0.181779134	0.12751401	-1.425562047	0.153994798	0.277429258
ensg00000100714.18	3214.905267	0.605945494	0.297698258	2.035435133	0.041807109	0.118031268
ensg00000100722.20	355.7762667	1.824691369	0.598798643	3.047253682	0.002309427	0.018964775
ensg00000100726.15	1761.605593	-0.372947463	0.250498537	-1.488820925	0.136534531	0.255525087
ensg00000100731.16	552.3226445	1.654373209	0.820991409	2.015091985	0.043895012	0.121407447
ensg00000100739.11	104.292539	-0.460099914	0.190229289	-2.418659693	0.015577806	0.063125682
ensg00000100744.15	126.2164541	1.374081467	0.527158839	2.606579582	0.009145157	0.045912845
ensg00000100749.9	254.0534078	1.356821704	0.661980733	2.049639266	0.040399646	0.115400195
ensg00000100764.14	779.570699	1.144800098	0.465632214	2.458592991	0.013948265	0.059234317
ensg00000100767.17	243.0437851	-0.541248028	0.240682741	-2.24880283	0.024525043	0.08416751
ensg00000100784.12	252.0362915	0.384324059	0.624917659	0.614999519	0.538555038	0.668165167
ensg00000100796.18	716.977025	-0.004137393	0.197691214	-0.020928564	0.983302641	0.988691044
ensg00000100802.15	547.2480401	-0.763431309	0.115663641	-6.600443344	4.10E-11	4.94E-09
ensg00000100804.19	3719.043839	0.189227688	0.123226041	1.535614441	0.12463297	0.241115952
ensg00000100811.15	4305.247959	-0.291799395	0.114905796	-2.53946629	0.011102174	0.05170352
ensg00000100813.15	4810.70146	-0.243073284	0.151266999	-1.606915498	0.108072906	0.218653381
ensg00000100815.12	252.0789877	0.659832265	0.271607516	2.429359375	0.015125531	0.062093159
ensg00000100836.11	4735.202818	-0.185874134	0.100517737	-1.849167512	0.064433628	0.154738777
ensg00000100842.13	798.4043676	-1.015773007	0.235814014	-4.307517556	1.65E-05	0.000433306
ensg00000100852.14	381.0214651	0.63779137	0.422145435	1.510833274	0.130830935	0.24903536
ensg00000100865.15	262.1503787	-0.237821613	0.201031869	-1.183004535	0.23680735	0.375930605
ensg00000100867.15	146.8334184	0.0261304	0.222035082	0.117685907	0.906316534	0.940519835
ensg00000100883.13	199.3556623	1.430648747	0.995311953	1.437387287	0.150607979	0.273145121
ensg00000100888.15	975.0592503	1.269946388	0.560812267	2.264476835	0.023544803	0.082163577
ensg00000100890.16	367.5103313	0.246632141	0.363599636	0.678306898	0.497577126	0.632421099
ensg00000100902.11	830.0539685	0.760901065	0.280094848	2.716583575	0.006595954	0.03768223
ensg00000100906.12	2401.41953	-0.277730333	0.164225996	-1.691147196	0.090808693	0.193314876
ensg00000100916.14	96.31460905	0.390978889	0.280797971	1.392385025	0.163805837	0.289323369
ensg00000100934.15	484.2862574	-0.097224391	0.137183885	-0.708715835	0.478500836	0.616451213
ensg00000100941.9	2143.189681	-0.016504886	0.177497722	-0.092986465	0.925914314	0.952800335
ensg00000100949.15	1073.374722	-0.308614728	0.238472702	-1.294130214	0.195620447	0.327730326
ensg00000100979.15	367.8095588	-0.555923047	0.198978795	-2.793880861	0.005207966	0.032621164
ensg00000100982.12	2191.888053	-1.004692413	0.236486644	-4.248410798	2.15E-05	0.000536369
ensg00000100983.12	3533.642785	-0.032716205	0.128681734	-0.254241251	0.799309184	0.865809409
ensg00000100985.7	1885.750585	-2.263242698	0.267154053	-8.471676431	2.42E-17	8.91E-15
ensg00000100991.12	4472.567064	-0.010378078	0.077144402	-0.134527951	0.892985111	0.930108028
ensg00000100994.12	9150.371344	0.089132246	0.196165531	0.45437262	0.649560656	0.757544645
ensg00000100997.20	1723.913502	-0.28595226	0.183439025	-1.558840934	0.119034033	0.233626103
ensg00000101000.6	2780.77093	-0.260180788	0.129865621	-2.003461631	0.045127762	0.123835064
ensg00000101003.12	637.004376	0.021375339	0.22335903	0.095699463	0.923759268	0.951099614
ensg00000101004.16	726.7419965	-0.430837123	0.188480564	-2.28584377	0.0222634	0.079471884
ensg00000101017.15	685.9655029	-0.020921908	0.168634307	-0.124066737	0.901262435	0.936448127
ensg00000101019.22	2367.135203	0.407063328	0.1383509	2.94225283	0.003258338	0.02424818
ensg00000101040.20	4144.460427	0.388956919	0.206496142	1.883603808	0.059618586	0.147227401
ensg00000101049.18	28.21329585	-0.885046288	0.662786682	-1.335341086	0.181764737	0.31149597
ensg00000101052.13	549.1545002	0.592523193	0.284585673	2.082055596	0.037337392	0.110093391
ensg00000101057.16	9361.875083	-0.747563708	0.196992307	-3.794887821	0.00014771	0.002569227
ensg00000101079.21	2276.222206	0.520608718	0.206833618	2.517041105	0.011834502	0.053593162
ensg00000101082.14	8.624024695	-0.717779653	0.799165073	-0.89816194	0.369099221	
ensg00000101084.19	2561.333865	0.860726233	0.165603213	5.197521344	2.02E-07	1.07E-05
ensg00000101096.20	16.51899413	-1.307432927	0.491915999	-2.657837782	0.007864374	0.042108594
ensg00000101098.13	22.99955532	0.223740159	0.634136619	0.35282643	0.724218568	0.814391384
ensg00000101104.13	344.6773087	-0.195735555	0.279959452	-0.699156804	0.484454042	0.620982
ensg00000101109.13	1881.136612	0.605236265	0.190742875	3.173047832	0.001508477	0.014260592
ensg00000101115.13	113.6477788	-0.777938615	0.354400232	-2.195084948	0.028157505	0.091740307
ensg00000101126.18	2461.080039	0.43822202	0.373886432	1.172072541	0.241167933	0.380982096
ensg00000101132.10	15.7918108	0.873291593	0.715084481	1.221242548	0.221994199	0.359432093
ensg00000101138.12	581.3670515	0.005994878	0.193859224	0.030923875	0.975330249	0.982969137
ensg00000101144.13	336.0615469	-0.661346632	0.245230836	-2.696833083	0.007000235	0.039264119
ensg00000101146.13	1296.522578	0.444487596	0.272702389	1.62993657	0.103114904	0.211299464
ensg00000101150.18	10769.36252	0.047125434	0.142224888	0.331344499	0.740384282	0.825389291
ensg00000101152.12	5891.70067	-0.057090744	0.201672146	-0.283086908	0.777110217	0.851389451
ensg00000101158.15	2919.901535	0.290523953	0.136211067	2.132895357	0.032933311	0.10153727
ensg00000101160.15	6454.087879	-0.105081487	0.123126434	-0.853443759	0.393413264	0.538111393
ensg00000101161.8	7904.433826	-0.095157693	0.168306296	-0.565384035	0.571812581	0.695112801
ensg00000101162.4	6.794430854	-0.273442955	0.942181157	-0.290223333	0.771645387	
ensg00000101166.16	727.1399797	1.301111153	0.563953875	2.307123351	0.021047945	0.076893456
ensg00000101180.17	11.82010922	-1.169203683	0.589794085	-1.982393031	0.047435269	
ensg00000101181.18	1804.85306	-0.141156781	0.189326367	-0.745573809	0.45592491	0.5958222
ensg00000101182.15	12026.56593	-0.102594528	0.162501027	-0.631346953	0.527813693	0.658971617
ensg00000101187.16	1561.656332	-0.415149889	0.229276782	-1.810693111	0.07018837	0.163867651
ensg00000101188.5	297.8467498	-0.604453107	0.220735807	-2.73835548	0.006174729	0.036132389
ensg00000101189.7	3948.504156	-0.236781653	0.155577515	-1.521952917	0.128020878	0.245246101
ensg00000101190.13	1342.177485	-0.242846421	0.096971444	-2.504308589	0.012269097	0.054881746
ensg00000101191.17	7944.457786	-0.152865831	0.071742778	-2.130748695	0.033109851	0.101897592
ensg00000101193.8	3440.516973	0.006204121	0.063299571	0.098012054	0.921922722	0.950168254
ensg00000101199.13	4596.089769	-0.327227984	0.219206405	-1.492784774	0.135493534	0.254475174
ensg00000101203.17	7.464784234	-0.982966483	1.058250715	-0.92885974	0.35296178	
ensg00000101210.14	1079.803129	-1.040759976	0.253893578	-4.099197723	4.15E-05	0.000923514
ensg00000101213.7	1898.552099	0.058313966	0.217671379	0.267899099	0.788776987	0.858752274
ensg00000101216.11	2217.574699	-0.310005387	0.204010828	-1.519553596	0.128623208	0.246034349
ensg00000101220.18	1892.61124	-0.220606511	0.252194072	-0.874748995	0.381710495	0.527218727
ensg00000101222.12	25.61469947	-1.228867698	0.636193881	-1.93159308	0.053409751	0.137380731
ensg00000101224.18	8979.61312	-0.496186762	0.145845083	-3.402149393	0.000668581	0.008022531
ensg00000101230.6	12.49860345	0.474371468	0.579781831	0.818189607	0.413248928	
ensg00000101236.17	433.2921867	0.276440803	0.159766012	1.730285432	0.083579291	0.183464711
ensg00000101246.20	1100.837427	-0.520749898	0.221494935	-2.351069102	0.018719557	0.071398276
ensg00000101247.18	151.4150657	0.033484229	0.21580638	0.155158661	0.876696238	0.920301911
ensg00000101255.13	6191.838553	-0.176889783	0.16582276	-1.066740072	0.286089227	0.429474075
ensg00000101266.19	1965.060718	-0.047476001	0.134496315	-0.352991087	0.724095122	0.814391384
ensg00000101276.18	214.0035086	-0.3183198	0.202735593	-1.570122919	0.116386518	0.230030854
ensg00000101280.8	42.90780676	-0.705399971	0.313993493	-2.246543275	0.024669231	0.084509172
ensg00000101282.9	1510.893394	-0.442254548	0.230580261	-1.918006969	0.055110128	0.140251465
ensg00000101290.14	1031.809807	0.314124819	0.143358965	2.191176671	0.02843901	0.092294476
ensg00000101292.8	9.701360116	0.263025633	0.644884568	0.407864672	0.683373031	
ensg00000101294.19	4804.023926	0.314277124	0.081062725	3.876962249	0.000105769	0.001941633
ensg00000101298.15	443.4562271	-0.185952963	0.214593426	-0.86653616	0.386196205	0.531200136
ensg00000101306.11	17.7183532	-2.24203916	0.602306164	-3.722424396	0.000197319	0.003204983
ensg00000101307.16	40.53686062	0.018323376	0.333519018	0.054939522	0.956186645	0.971133931
ensg00000101310.17	1395.163574	0.562764095	0.203969184	2.759064304	0.005796713	0.034736209
ensg00000101311.17	639.1908203	1.154109327	0.431032119	2.677548321	0.007416315	0.040651714
ensg00000101333.19	61.98658624	0.097628225	0.350908115	0.278215922	0.780846613	0.853906024
ensg00000101335.10	1543.264995	-0.154959486	0.226431256	-0.684355545	0.493750681	0.628917836
ensg00000101336.18	14.46513445	-3.047797377	0.668819668	-4.556979293	5.19E-06	0.000165737
ensg00000101337.16	7382.814255	-0.044301767	0.082471838	-0.53717449	0.591147091	0.710534464
ensg00000101342.10	48.9095332	0.068324714	0.344201094	0.198502315	0.842652073	0.89584588
ensg00000101343.15	389.5393543	0.316902326	0.198216861	1.598765741	0.109872664	0.221188385
ensg00000101346.15	4402.119457	0.135882236	0.083011679	1.636905056	0.101650309	0.209399005
ensg00000101347.11	865.2632444	-0.390272652	0.514023835	-0.759250107	0.447702957	0.588980796
ensg00000101350.8	1967.853119	0.663234023	0.287646074	2.305729444	0.021125755	0.076961499
ensg00000101361.17	2106.569016	0.561483033	0.1698545	3.305670642	0.000947494	0.010201531
ensg00000101365.21	3359.155757	0.007073293	0.096896554	0.072998395	0.941807395	0.963291978
ensg00000101367.9	2930.474628	0.779011884	0.273729028	2.845923544	0.004428283	0.029632091
ensg00000101384.12	2225.375814	0.143173764	0.126731924	1.129737166	0.258586991	0.399686529
ensg00000101391.21	1892.317997	0.531814266	0.223181874	2.382873914	0.017178077	0.0673405
ensg00000101400.6	719.8357293	-0.897630935	0.241880682	-3.711048479	0.000206403	0.003332107
ensg00000101407.13	1257.656033	0.483348118	0.318577493	1.517207362	0.129214338	0.246808883
ensg00000101412.13	3601.197387	-0.375099715	0.185051558	-2.027001121	0.042662298	0.119317598
ensg00000101413.12	703.3098751	0.482971142	0.227765964	2.120471088	0.033966337	0.103757427
ensg00000101417.12	1418.055264	-0.474690102	0.147888758	-3.209778142	0.001328375	0.012945792
ensg00000101421.4	6030.159879	0.0407154	0.09179705	0.443537125	0.657377273	0.763510553
ensg00000101439.9	4208.333289	-0.386933666	0.219727974	-1.760966799	0.078244023	0.175473143
ensg00000101440.10	3.590159665	1.052623542	1.209157876	0.870542683	0.384003904	
ensg00000101442.10	466.1639417	0.341648061	0.135866403	2.51458825	0.011917147	0.053834312
ensg00000101443.18	18.64563505	-0.555501457	0.52305464	-1.062033321	0.288220558	0.431403194
ensg00000101444.13	13665.11946	-0.000875312	0.141024342	-0.006206814	0.995047711	0.996476189
ensg00000101445.10	21.74647301	-0.557835731	0.461239929	-1.209426367	0.226499084	0.364942725
ensg00000101447.15	2241.771321	-0.236493321	0.079646687	-2.969280087	0.002984984	0.022848412
ensg00000101452.15	1058.463706	0.206326792	0.196100969	1.052145704	0.292732706	0.436284638
ensg00000101457.13	2276.905817	-0.11465773	0.1432835	-0.800215864	0.42358574	0.56611933
ensg00000101460.13	1125.607514	-0.336536625	0.239654787	-1.404255801	0.160242691	0.284742673
ensg00000101464.11	642.9991457	0.272115107	0.188408316	1.44428395	0.148659119	0.270872692
ensg00000101470.10	9.017751015	-1.166976793	0.785554234	-1.485545799	0.137399301	
ensg00000101473.17	785.5708246	0.257544895	0.18350395	1.403484198	0.160472501	0.284954786
ensg00000101474.12	3571.508117	0.31374872	0.100452847	3.123343236	0.001788091	0.015916291
ensg00000101493.11	856.4466575	-0.37773915	0.18338155	-2.059853621	0.039412537	0.113683082
ensg00000101542.10	5.680189658	-0.850721345	0.982135878	-0.866195161	0.386383146	
ensg00000101544.9	764.2011886	-0.169940368	0.098025236	-1.733638952	0.082982165	0.182637929
ensg00000101546.13	400.6434679	-0.281798255	0.223182939	-1.2626335	0.206720923	0.341503068
ensg00000101557.15	903.9234291	0.493120341	0.274853657	1.79411963	0.072794076	0.168049718
ensg00000101558.14	722.8485148	1.284718844	0.533124789	2.409790108	0.0159617	0.064163202
ensg00000101574.15	94.52377056	0.351537565	0.38247168	0.919120509	0.358032543	0.503085204
ensg00000101577.11	693.134288	0.007320275	0.127999809	0.057189733	0.954394057	0.970279882
ensg00000101596.17	256.6019635	0.323976749	0.315400268	1.027192372	0.304329889	0.449124636
ensg00000101605.14	49.45192834	-0.0811187	0.30992224	-0.261738881	0.793522762	0.862007269
ensg00000101608.13	879.1827456	1.319872047	0.520839418	2.534124727	0.01127286	0.052204922
ensg00000101624.11	34.84222252	2.11740093	0.960215794	2.205130287	0.027444953	0.090261889
ensg00000101638.14	12.79752435	0.85749074	0.620674297	1.381547045	0.167110823	
ensg00000101639.19	117.8215606	1.796667495	1.611573919	1.114852675	0.264913559	0.405821118
ensg00000101654.18	616.132144	0.910221465	0.348465749	2.612083014	0.00899924	0.045470192
ensg00000101665.10	241.9689777	-0.319832211	0.277730045	-1.151593846	0.249488011	0.390394475
ensg00000101670.12	271.1270262	1.195602739	0.282198758	4.236739904	2.27E-05	0.000557673
ensg00000101695.9	97.76059505	-0.448261091	0.263549046	-1.700864023	0.088968524	0.190819232
ensg00000101745.17	170.1744532	0.543652873	0.463211633	1.173659801	0.240531318	0.38033907
ensg00000101751.11	47.41429476	-0.478612335	0.432357954	-1.106981682	0.268301848	0.41020564
ensg00000101752.13	675.3305747	0.121043227	0.127524014	0.949179866	0.34252914	0.488421863
ensg00000101773.19	204.1222427	0.927294488	0.465542496	1.991857877	0.046386654	0.125595872
ensg00000101782.15	383.1479216	1.005110131	0.43798393	2.294856184	0.021741368	0.078163951
ensg00000101811.15	900.5935285	0.289830335	0.135719008	2.135517636	0.032718751	0.10110272
ensg00000101825.8	154.8565921	-1.176556276	0.351716001	-3.345188372	0.000822267	0.009298914
ensg00000101842.14	108.5491877	-0.507660296	0.336609344	-1.508158658	0.131513925	0.249797301
ensg00000101843.19	230.5266489	1.645517815	0.609112606	2.70150018	0.006902744	0.03882724
ensg00000101844.18	38.25964265	3.04005722	1.131122728	2.687645773	0.007195769	0.039838228
ensg00000101846.9	46.57150693	0.334710083	0.463391323	0.722305461	0.470106696	0.60871377
ensg00000101849.18	332.1231418	0.218206072	0.400766682	0.544471589	0.586116994	0.706667392
ensg00000101856.10	842.5574866	0.255330566	0.093538581	2.729681846	0.006339547	0.036707891
ensg00000101871.18	192.10178	0.4980869	0.385502869	1.292044598	0.1963417	0.328491908
ensg00000101882.10	254.6244622	0.129521429	0.188210881	0.688171843	0.491344573	0.626964568
ensg00000101883.6	11.19046373	1.356490924	0.881609968	1.538651981	0.123889281	
ensg00000101883.6	11.19046373	1.356490924	0.881609968	1.538651981	0.123889281	
ensg00000101888.12	40.75080167	0.97841794	0.563446912	1.736486472	0.082477854	0.18186017
ensg00000101892.12	21.42380851	0.148929785	0.418845668	0.355571984	0.722161128	0.813075398
ensg00000101898.7	43.07416271	0.803004004	0.355781828	2.257012418	0.024007299	0.082999969
ensg00000101901.13	52.92206226	0.481566191	0.62696229	0.768094347	0.442431135	0.583875489
ensg00000101911.13	402.1641569	0.296895374	0.305982998	0.970300234	0.331896861	0.477602132
ensg00000101928.13	32.56067696	2.333883291	0.81201339	2.874193108	0.004050612	0.027988945
ensg00000101935.13	229.8471634	0.103371242	0.210716004	0.490571385	0.62372963	0.736407671
ensg00000101940.18	1802.175806	-0.133495509	0.241747128	-0.552211354	0.580803557	0.702023329
ensg00000101945.17	1047.303657	-0.662022547	0.184679081	-3.584718656	0.000337442	0.004829863
ensg00000101955.15	131.523211	-0.567220976	0.189049224	-3.000387747	0.002696361	0.021180877
ensg00000101966.14	857.0283555	0.021783729	0.114933449	0.189533413	0.84967477	0.900855083
ensg00000101972.20	358.2366711	1.451050331	0.653452881	2.220589078	0.026378806	0.088260806
ensg00000101974.15	144.3842517	0.277324418	0.217591834	1.274516666	0.20248037	0.336595362
ensg00000101986.12	807.679878	-0.322501478	0.229908542	-1.402738126	0.160694944	0.285273344
ensg00000101997.13	805.5419513	-0.141747086	0.221519072	-0.639886599	0.522246327	0.654239396
ensg00000102001.13	33.26211662	-1.1061118	0.366125484	-3.021127584	0.002518352	0.020136842
ensg00000102003.12	24.55328005	-0.613457257	0.365053473	-1.680458625	0.092868118	0.196087446
ensg00000102007.11	5203.775566	0.050799347	0.107185363	0.473939212	0.635543256	0.745969741
ensg00000102024.19	643.3739376	0.760631872	0.615111123	1.236576358	0.216244402	0.352360868
ensg00000102030.16	1215.438105	-0.059679766	0.199177718	-0.299630738	0.764458836	0.842148466
ensg00000102032.13	71.05862523	0.077026448	0.279278401	0.275805246	0.782697655	0.855013164
ensg00000102034.18	2989.634648	-0.360151778	0.110349959	-3.263723715	0.001099583	0.011314314
ensg00000102038.16	209.3590478	0.469303296	0.373996867	1.254832158	0.209539696	0.344912957
ensg00000102043.16	9.596861034	1.080482868	0.889955861	1.214085906	0.224714921	
ensg00000102053.13	21.89782213	0.840532198	0.610944431	1.375791569	0.168886172	0.29565676
ensg00000102054.18	1964.076804	0.504202113	0.260451205	1.935879366	0.052882477	0.136362715
ensg00000102057.10	374.3186912	-0.165244084	0.178475585	-0.925863802	0.354516765	0.499569424
ensg00000102078.16	28.04595657	1.243730696	0.853567553	1.457096971	0.145089614	0.266567473
ensg00000102081.16	124.4419217	0.42033089	0.423572059	0.992348009	0.321027791	0.467160996
ensg00000102098.19	51.48620021	1.106167635	0.590141999	1.874409275	0.060874036	0.149218508
ensg00000102100.16	950.9121837	0.042031193	0.222566977	0.18884739	0.850212428	0.901353025
ensg00000102103.18	2484.515689	0.151393075	0.213111048	0.710395244	0.477459072	0.61563141
ensg00000102109.9	43.6452968	0.629978114	0.362771588	1.736569607	0.082463168	0.181858042
ensg00000102119.12	2554.224743	-0.31485476	0.199781261	-1.575997462	0.115026388	0.228193347
ensg00000102125.17	755.252126	-0.779904072	0.187375482	-4.162252513	3.15E-05	0.000743176
ensg00000102144.15	6484.024608	0.253471485	0.107300869	2.362250061	0.018164385	0.070063245
ensg00000102158.22	896.8162014	0.41689839	0.098591035	4.228562874	2.35E-05	0.000573013
ensg00000102172.16	1260.147225	0.534031348	0.272825666	1.957408758	0.05029943	0.132380588
ensg00000102174.10	19.74525752	1.804286824	0.632523508	2.852521368	0.00433739	0.029285666
ensg00000102178.13	1794.068225	-0.599196669	0.1790898	-3.345788924	0.000820488	0.009290901
ensg00000102181.22	759.0556761	-0.349181779	0.187908293	-1.858256348	0.06313262	0.152749131
ensg00000102189.17	66.3340157	1.11636893	0.62281997	1.792442413	0.073062126	0.168528614
ensg00000102218.6	212.4949455	0.48366285	0.170991579	2.828577006	0.004675545	0.030723686
ensg00000102221.14	154.5418753	0.515302596	0.308897629	1.668198614	0.095276306	0.199777276
ensg00000102225.17	5433.176637	-0.180096575	0.189262905	-0.951568273	0.341315978	0.487268631
ensg00000102226.10	1609.378186	0.239328752	0.125818422	1.902175753	0.057148182	0.143918297
ensg00000102230.14	16.47336561	-0.280505756	0.642446759	-0.436621014	0.66238622	0.76741844
ensg00000102241.12	427.0726934	1.314759306	0.456991987	2.876985465	0.004014941	0.027831604
ensg00000102243.13	21.03231025	0.369871744	0.510316201	0.724789342	0.468581275	0.60768263
ensg00000102265.12	4693.869238	-0.179148509	0.18241178	-0.982110418	0.326045454	0.47172409
ensg00000102271.14	13.69626385	0.057815985	0.756872779	0.076387983	0.93911043	0.961527203
ensg00000102287.19	81.15289783	-0.452802179	0.569910706	-0.794514254	0.426896114	0.569567253
ensg00000102302.8	1077.56356	-0.514369052	0.223652768	-2.299855515	0.021456407	0.077636697
ensg00000102309.15	162.5509358	1.724031734	0.601059393	2.868321759	0.004126556	0.028367935
ensg00000102312.24	1169.561041	0.061652138	0.179426511	0.343606629	0.731142139	0.819844155
ensg00000102316.17	1700.836794	-0.126025985	0.137508329	-0.916497102	0.359406227	0.504081495
ensg00000102317.18	4395.955942	0.378954527	0.114006736	3.323966128	0.00088747	0.009777659
ensg00000102349.18	25.87239248	-0.492701337	0.748778561	-0.658006736	0.510533803	0.644083869
ensg00000102359.9	72.44474895	0.985393388	0.428540092	2.299419372	0.021481137	0.077656642
ensg00000102362.16	62.11400312	-0.026111926	0.339798192	-0.076845394	0.938746538	0.961303146
ensg00000102383.14	5.147826076	0.326078394	1.003019011	0.325096923	0.745107718	
ensg00000102384.14	165.2591678	0.30591064	0.358628733	0.853000924	0.393658792	0.538280576
ensg00000102385.13	16.88139067	-0.154265164	0.584269431	-0.264030866	0.791756135	0.86082388
ensg00000102390.11	123.4093458	0.654201485	0.289019104	2.26352333	0.023603448	0.082196558
ensg00000102393.15	331.1393628	1.251941485	0.406378913	3.080724525	0.002064976	0.017488302
ensg00000102401.20	289.0435394	0.286207456	0.191040076	1.498154016	0.13409324	0.252827263
ensg00000102409.10	213.0276902	0.13041079	0.153928753	0.84721527	0.396875144	0.540987091
ensg00000102445.20	28.99338842	-1.227753715	0.607330079	-2.021559212	0.043221909	0.12024836
ensg00000102452.18	63.81510263	-0.568467205	0.379837265	-1.496607254	0.134495482	0.253318618
ensg00000102471.16	176.9024598	0.757483019	0.548743977	1.380394229	0.167465296	0.294140609
ensg00000102531.16	504.6230945	0.361081936	0.310281561	1.163723473	0.244536094	0.385017984
ensg00000102539.5	8.553835783	-0.600123692	0.77921083	-0.770168572	0.441199904	
ensg00000102543.14	41.88157567	0.746700379	0.437240117	1.707758162	0.087681225	0.189190229
ensg00000102547.19	126.8756382	0.551243604	0.358797822	1.53636274	0.12444944	0.24079604
ensg00000102554.14	3162.513707	0.053985922	0.111478653	0.484271392	0.628193276	0.739963889
ensg00000102572.15	4343.965567	-0.043354973	0.125463513	-0.345558416	0.729674602	0.818683414
ensg00000102575.14	286.1337818	-0.060426298	0.191418318	-0.315676676	0.752247932	0.833497249
ensg00000102580.15	490.901389	0.800599078	0.303658344	2.636512698	0.008376307	0.043656927
ensg00000102595.22	141.8535614	-0.176984825	0.227130596	-0.779220539	0.435849813	0.578543157
ensg00000102606.20	1436.550423	0.147208909	0.102562009	1.435316168	0.151197023	0.273803161
ensg00000102699.6	1843.263156	1.004416883	0.308761322	3.253052798	0.001141723	0.011595704
ensg00000102710.21	434.652927	0.413233796	0.290471933	1.422629001	0.154843732	0.278391051
ensg00000102738.8	212.247347	0.384035982	0.307016919	1.2508626	0.210984611	0.346688574
ensg00000102743.16	332.3806653	0.503735666	0.223004937	2.258854322	0.023892448	0.082789675
ensg00000102753.10	435.4666232	0.85497522	0.32908429	2.598043253	0.009375668	0.046542379
ensg00000102755.13	11.35622952	0.41276195	0.637370034	0.647601752	0.517242564	
ensg00000102760.13	21.66185859	-0.302573546	0.496589292	-0.609303404	0.542323351	0.671332184
ensg00000102763.18	394.5054719	0.599992313	0.316617776	1.895005142	0.05809172	0.145049212
ensg00000102780.17	349.8436668	0.308367039	0.206090739	1.496268295	0.134583754	0.253448859
ensg00000102781.14	437.577978	1.00573391	0.549816014	1.829219019	0.067366804	0.159670891
ensg00000102786.15	378.6613636	-0.222814711	0.240048199	-0.928208218	0.353299572	0.498842285
ensg00000102796.12	177.2004145	-0.837439115	0.368618251	-2.271833022	0.023096598	0.081113488
ensg00000102804.16	1849.731861	0.691074772	0.173061823	3.99322486	6.52E-05	0.001316928
ensg00000102805.16	147.9982644	0.270156112	0.273746372	0.986884721	0.323699155	0.469944474
ensg00000102854.16	699.8316622	-1.247197378	0.295571676	-4.2196106	2.45E-05	0.000592976
ensg00000102858.13	2306.60479	-0.356718968	0.254447219	-1.401936987	0.160934064	0.285533058
ensg00000102870.6	2866.582743	-0.27430872	0.158043097	-1.735657709	0.082624375	0.18206209
ensg00000102871.16	477.9464777	-0.301847287	0.205138715	-1.471430137	0.141174828	0.261404188
ensg00000102878.18	37.6436557	-1.87025849	1.138404165	-1.642877413	0.100408299	0.207712127
ensg00000102879.17	164.0641941	0.078878237	0.401239578	0.196586383	0.844151227	0.897007967
ensg00000102882.12	2341.210636	-0.391398444	0.175515921	-2.229988265	0.025748222	0.087065363
ensg00000102886.15	173.8679342	0.237468187	0.16381153	1.449642687	0.147158186	0.269322645
ensg00000102890.16	3083.811861	-0.90889865	0.214303917	-4.241166755	2.22E-05	0.000548444
ensg00000102893.18	344.4716652	1.29002554	0.524834371	2.457966955	0.013972603	0.059250777
ensg00000102897.10	67.22969782	0.156250241	0.479726786	0.325706727	0.744646254	0.827842766
ensg00000102898.13	1957.620387	0.374510342	0.182556165	2.051480117	0.040220214	0.115115564
ensg00000102900.13	2447.931269	0.047380118	0.102103662	0.464039357	0.642619548	0.751414159
ensg00000102901.13	214.7726962	-0.659976452	0.31697258	-2.082124743	0.037331077	0.110093391
ensg00000102908.23	260.6430737	0.860130432	0.553087242	1.555144229	0.119911723	0.234723081
ensg00000102910.14	1157.426855	0.40828004	0.159250949	2.563752639	0.010354731	0.049474263
ensg00000102921.8	1421.676795	-0.54284436	0.09739935	-5.573387894	2.50E-08	1.55E-06
ensg00000102931.8	527.8583477	1.048971972	0.404461857	2.593500359	0.009500444	0.04685671
